    token	freq	docs
là	53	73434,67938,75457,74167,73436,72932,73184,72113,68639,73430,76213,73182,68274,76507,72629,67795,70161,67555,69178,69811,73875,75790,69812,69185,69813,69177,71842,72634,73879,74454,70424,68643,70421,67798,67940,70743,70422,68279,75065,71360,68387,75063,71614,71358,75458,74752,74168,71617
2011	53	68638,74749,73432,73431,73182,67392,67556,68881,68883,76510,69815,67804,68276,68882,69811,72940,73684,69541,70166,69177,68283,72393,67946,67561,73879,70169,70424,67945,67941,74450,68640,73880,68279,72938,75460,70915,71836,70916,68387,67937,71358,68390
ensuite	53	67939,70920,71357,73185,72932,73432,69534,72934,76213,73182,72115,73683,67554,69182,76511,67385,74449,69183,68882,69540,69811,67802,73877,69813,68884,68645,68643,67558,72394,74450,76508,72630,72397,70422,75065,71835,68383,71359,68387,72121,75458,68391
méthode	53	74173,70923,68639,69537,73432,71838,75068,76207,73431,73683,69817,67392,68275,69814,74449,69183,73685,67800,68885,73876,69813,68643,76509,69819,72395,72630,72397,72118,70914,75460,71359,74751,74744,74750
homme	53	71357,74749,73185,72937,72116,73430,76213,73182,72115,76511,74449,67794,70429,73685,72940,75791,73684,71843,68283,71842,70745,72636,73879,74454,67941,76508,69819,72631,72939,71835,75460,71837,68387,67937,75458,74752
société	53	71357,72113,72117,71620,76211,70918,74175,73183,76213,76207,73431,73182,69535,69816,72629,68276,73875,72940,70164,68273,70748,69543,75793,75792,74457,70745,74454,68279,70914,75461,72939,71835,75066,76208,75067,70916,71366,75458,75465
manière	52	74171,70920,74167,73185,72932,73184,71618,69533,69537,73430,75069,76206,76213,72115,69817,67387,70162,67795,67390,75794,67794,68882,69178,67800,75790,68885,73876,69813,67553,71843,72393,70745,70753,70747,68646,68280,70421,67798,67942,75067,71359,71366,71617
condition	52	68388,67939,73435,68389,73185,72933,73432,69534,72934,76213,69817,72629,69182,67385,70161,69183,67794,73684,68887,70748,76516,73877,73687,69821,75789,68643,72394,70420,76508,70421,70743,72631,72939,75067,70916,74744,74168,68385,71617
moyen	52	70920,71357,68638,74167,73185,70923,68639,72934,75068,73431,70163,70162,68883,69540,68273,69541,69812,75793,69185,69177,74456,74457,69821,68281,74455,68643,70420,72395,72630,70914,75461,71835,70916,74745,68387,74744,71614,71366,75458
fruit	52	67939,73434,74167,72117,73430,75069,76213,69535,69817,70162,68881,67391,67555,68882,69178,73685,68273,68884,72393,68888,69821,67941,70421,70422,67943,70914,72939,75462,68383,71359,68387,68393,75063,71614,71358,75458,74752,75459
journée	52	70921,72932,73437,73190,74748,74174,67392,75797,76511,76514,76515,70164,69186,73690,69541,67803,76516,70749,72393,68888,70751,70168,69820,70752,72938,75462,75063,72121
problème	52	73434,75457,74167,72113,76210,71621,73182,68274,73683,67386,72629,68881,68883,70161,68276,67801,68885,73876,67383,68645,69177,74457,72634,70425,68643,72394,76509,70421,70423,71835,69539,68383,74744,75458,74168,75465
véritable	52	67939,73186,73187,75457,74167,73185,73436,74172,70923,72113,73433,76211,71621,75068,73182,75797,76507,68275,72401,67795,70161,72400,70170,68885,73876,67383,69813,67553,72635,71842,70745,72636,72633,72394,67941,70421,72630,74453,67071,75065,71835,75066,68387,74169,74747
6	52	67939,74170,73185,73190,74176,72114,73183,76212,67557,73683,70162,68881,67555,70164,68273,73687,70749,68889,70426,69177,68888,70745,72636,73879,70169,75788,75789,67558,70420,73882,67940,70743,72630,70423,72938,70917,71836,70916,71359,68386,74746,74168,75465,72120
poursuivre	51	74170,73434,75457,73436,72932,70918,73430,76206,67068,72629,76511,76510,73685,73875,70166,67383,70749,72635,72634,71840,70425,74454,72394,67388,72395,67798,72630,73880,72396,70914,75065,70915,71362,71360,70917,68383,70916,74745,68392,74746,74752
10	51	70921,73434,68638,71619,74173,72933,72117,72937,70918,76212,72934,73182,72115,73683,70163,76512,75797,68881,69814,75795,67390,67555,68882,69811,73684,69179,68273,69541,68885,69185,72635,70751,70747,68281,73688,72633,76508,70743,75065,71360,68383,71359,68392,75464,75458
heure	51	74170,73187,72932,73184,74176,73430,76212,72115,68881,67385,74449,76510,69811,67801,69541,75792,73877,69177,70425,73689,75789,67558,72394,74450,67388,76508,67940,68640,67942,72397,70423,71835,75460,70916,74745,71614
effectuer	51	73434,74749,75457,73185,71618,69533,69537,69534,73183,76206,75068,73683,69817,70162,68275,72629,68881,68883,67554,67800,70165,68887,68885,68888,70424,72394,70420,67389,70421,68640,70422,72939,71837,76208,71836,68390,74168
façon	50	67939,73435,73434,73187,71357,74173,72932,74172,74748,71618,76210,72114,67068,69181,67392,67797,72629,68881,67554,72401,74449,69815,69183,68882,70429,73685,75790,70164,73684,68887,73876,71843,69177,70425,73879,68643,73882,70421,72397,74453,75064,71835,70916,74751,68387,75063,71617
risque	50	73435,71618,72113,73432,70918,73183,73430,75069,72935,73431,69181,68883,74449,68276,70429,70165,76514,67801,73684,69813,68645,68283,74455,72395,74453,72631,70914,67071,71612,70915,70916,75459
toulous	50	73434,73185,74748,72935,76512,67386,69180,69814,73691,70170,69542,72635,69177,73884,69819,72630,70914,71612,71362,71615,72121,73438
capacité	50	68638,74167,74173,73436,72932,73184,71618,69533,72113,73432,76213,75068,69535,72115,67796,67386,74449,70161,68273,69812,75793,72635,69177,70753,73879,75789,74454,70424,67388,74451,76508,70743,72397,70423,70914,71836,70916,71359,74745,68392,75458,75459
je	50	72932,73184,72114,73430,76206,76213,73182,67068,72115,68274,73683,72629,67795,74449,70161,68276,75790,73876,67383,70749,69177,71842,72636,69821,74455,72394,72631,70914,71835,71612,68387,75459
évolution	50	67938,71357,71618,70923,69533,72113,69537,73183,76213,73182,76512,70162,69816,68881,67795,70161,67794,68882,73690,67553,68889,68645,74457,70745,70424,76508,73880,69538,71835,70916,74752
information	50	74167,69537,69536,69534,76206,73431,67068,67386,70162,69816,68275,67554,74449,68276,72400,69540,75790,72940,75791,68887,70166,68283,67561,75788,70168,67945,72637,68642,73880,70423,74452,75071,71359,74744,71614,74746,68391,74747
durée	50	67939,74170,73187,74749,74167,73185,73437,69536,69534,73183,75069,76213,67557,70162,76511,67555,69811,70164,73684,68645,71843,70426,69177,72634,73689,69821,75789,72637,74451,70421,68642,72118,70914,75065,75064,69539,71362,71836,70916,74751,75464,74168
particulièrement	50	67938,68389,72932,71621,75069,67068,72115,68274,70162,69816,76511,75795,68276,73875,75790,68273,69812,69185,67553,71842,70745,69821,74455,75789,70420,74450,74453,72396,70914,75065,72938,71612,68383,71836,75063,67937,74744,75466,75464,74746
démarche	50	73435,71357,75457,73185,74172,69533,76211,73430,76207,73182,68274,68275,67795,76511,70161,73876,67383,73877,69813,67553,72392,72634,74455,68643,71845,76508,70421,72395,68279,72396,68641,72118,75461,70915,76209,76208,68383,71359,74745,74746,75459
direct	50	68388,68389,70922,74167,74173,73436,74748,71618,76210,69816,72401,67391,67390,75794,69183,69540,68886,67800,67801,68887,69184,70167,67802,72635,68645,71843,67946,68644,70753,70747,68646,68280,73688,70746,67558,67389,69819,72630,72397,75070,69539,72119,75463,73189,73188,74750,68390,68391
image	50	71357,72932,69537,73431,67068,67796,69816,72629,67554,69182,69540,69811,69177,73879,70424,67945,70420,74450,76508,69819,68641,71612,71836,73189,75063,75458,74752,68391
découvrir	50	73434,75457,73185,73190,74176,72116,76206,76213,67068,72115,68274,73683,75797,67556,70161,68276,72399,75790,68885,69184,68283,73884,69821,75788,67389,74452,72631,72939,71612,76209,76208,67937,71614,75464,74752,68390,74168,75459
nécessiter	49	74167,73185,73436,72932,73432,69534,72934,69535,67386,67795,68277,74449,70161,69183,72399,67794,69540,68886,67801,68273,73877,68884,72635,72392,69177,72634,73879,75789,72633,67558,74451,70743,74452,68279,75065,72119,71836,74744,71358,75458
tenir	49	72933,74748,72116,69534,73183,73430,73431,69535,70162,72629,75795,74449,67804,72400,67555,69540,73875,70165,72940,70170,73684,69541,67803,69542,70749,74456,73884,72393,72634,70169,70168,69820,74450,73882,70421,67942,73881,72939,71612,70916,72122,71358,74746,75458,73438,75465,72120
intérêt	49	74171,72932,73184,71618,72117,71621,72116,69536,76206,73683,76511,69183,67555,68882,67801,73684,68885,69812,68884,67553,72392,74457,70745,74455,71845,70420,70421,72630,72397,68279,75065,71360,76208,68387,75063,68386,75458,68391,75459
start-up	49	76211,75068,76207,67068,72629,68881,75795,73691,67802,71842,73878,68643,67799,74450,74451,74452,75461,75066,76208,71359,71616,75465
académie	49	73434,72932,72113,76213,73182,72401,70429,73687,72630,67937
procédé	49	70920,73436,76210,72114,75069,76207,73683,68881,67554,69814,67385,72399,68882,70166,75792,72635,70426,72393,67561,73878,71845,72394,69819,72630,75065,71362
futur	49	70921,73186,71357,68638,74167,74748,69533,72936,73183,76212,76213,75068,76513,67797,69182,70161,67804,68882,69178,70170,69543,75792,72392,69177,73884,70751,70745,69821,67945,72394,70421,72119,71837,75066,71359,72121,74752,71617
professeur	49	73434,72932,73437,70918,73431,73182,68881,68277,76511,70161,68276,75791,76515,73876,70426,68646,67944,73879,68281,75788,74454,68280,67945,72394,76508,67798,72631,72938,71835,69539,71360,75462,71361,68387,67937,75458,75459
associer	49	73434,74167,72932,71618,73431,70163,68275,72629,68277,74449,67555,68887,69184,73876,67803,75793,73877,70744,71842,68644,71840,73879,74454,68280,70420,76509,74450,67940,72630,70423,74452,69538,75064,75460,71360,76209,76208,71836,71359,75063,75458,68390
rd	49	74749,74167,74172,72113,74176,71621,72114,76212,73182,76513,72398,73875,73876,70166,73877,69813,72392,71842,67946,72634,71840,70425,74455,72394,74450,72118,75065,68383,71615,75063,72121,74752,68384,74168
scénario	49	71357,69533,69535,70162,67554,69182,67794,75463,70916
tant	48	67938,74167,72932,72113,73430,76206,67068,69535,72115,73683,68275,67797,67795,70161,72399,67794,73685,70165,70170,68273,75793,67802,69185,68283,72393,72634,72636,74455,69820,70746,72394,74450,67388,70421,73880,70422,68279,72396,75064,71366,74168,75459
réussir	48	73434,73185,72933,72932,68639,73432,71621,75069,69535,73683,76507,72398,76511,75794,67794,68882,69178,73684,69179,70166,70167,69177,68283,71842,72634,74450,67389,69819,72397,73880,72396,75065,71612,70915,72119,68383,71836,71359,74745,67937,74168
seulement	48	67939,73434,74171,71357,74167,73436,72113,76211,76210,72116,75069,76213,67557,76512,68275,70161,72399,69178,73684,68273,69541,70748,68885,73876,69813,68884,67553,71840,69821,69818,67389,67388,74451,70421,67798,70423,73881,70914,67071,74745,68384,74168,74169,71617
vin	48	76206,76512,73684,76516,73877,68387,74169
naturel	48	67938,68389,73184,69533,71621,69535,69181,68881,76511,67390,67794,68882,75792,76516,71843,68283,75788,75789,67558,71845,72394,67799,70420,72630,67942,67943,70914,67071,70917,76209,71836,75463,67937,68390,68385
test	48	73186,70923,69534,76207,70163,67386,75797,67554,76511,69815,73685,67801,73684,69179,73686,70744,72634,70425,68643,76508,67940,75064,68387,74168,74169
bon	48	73187,71357,73185,72932,73432,72114,73183,75069,76207,73182,73683,70163,67386,76513,72629,68881,67385,70161,68882,69811,67800,75790,73684,75792,70749,69177,72634,67558,69819,70421,67798,70422,70914,75461,75070,71835,70915,71359,67937,74750,71616
protéine	48	68388,74173,73184,72116,75069,76213,72115,67556,67801,73878,72394,70420,72630,72631,69539,71837,68390,75459
ici	48	70921,70920,71357,68638,72933,70923,69533,76211,72114,73430,75069,67068,69181,69817,67387,69816,68881,67795,69182,75795,67794,69178,73684,70748,68885,72392,71842,70745,75789,72394,74451,70422,68279,69539,71362,68383,75463,75063,71614
approche	48	73187,75457,69533,72116,74175,73183,68275,72629,67554,76511,67390,70161,67800,75790,73684,73686,69812,73876,67802,73877,69813,69177,67944,73881,72118,70914,75460,75462,71359,74744,71617,75465
thématique	48	74172,74748,72937,72116,76212,76213,73431,72398,67795,70161,72400,76514,69543,75793,72393,67946,70751,70745,69820,68642,70422,68279,72631,67071,72938,75064,71359,71615,72120
installer	47	73186,73185,72932,72114,73430,76207,69535,68274,76513,67797,68881,68883,67795,68277,73875,73684,73876,73687,68884,69821,73879,75789,68643,67799,70421,67798,72630,68278,70422,72396,75461,75064,75066,70916,68387,71614,71358,74746,75458,74168,68385
social	47	70920,71357,74167,73185,73190,74748,69533,71620,73432,74175,76213,73431,69535,67557,73683,72398,70161,68276,68882,70748,75793,69813,68283,72393,72637,73882,67798,75461,72939,76208,70916,75063,68386,74746
parmi	47	68388,69537,76211,73432,73182,69181,75797,67556,67554,72398,67795,74449,67800,67801,73684,69179,68885,67383,73877,70744,72392,72393,70745,70425,73879,75788,70420,70422,72939,75064,71612,71837,76209,75066,76208,68383,71615,67937,74744,74746,75458,74752
simulation	47	71618,69533,75796,70162,69182,69814,69540,72392,69820,67945,70421,68279,70914,72939,75064,75463,70916,74745,74744
regrouper	47	70921,67939,73434,73187,74171,67938,68638,73184,72113,68639,72934,75068,69181,69817,75796,68275,68276,68885,73877,73687,67553,71842,72634,67388,68642,68279,70914,67071,75065,71837,71361,71359,71615,74746,74168,68385,74747
décider	47	75457,72933,73433,76211,69534,72114,76207,72115,68274,76512,70162,76507,72629,68883,72398,70161,67794,73685,73684,70166,69813,72392,69177,74455,75788,72394,76509,74450,76508,70422,68279,71612,68383,71615,67937,71614,74746
résumer	46	70921,74749,75457,74167,72933,74172,69533,75069,76206,73431,72115,69817,68881,76511,73875,73684,69179,70166,70749,74457,74455,75788,74454,68643,70420,72631,70914,75065,75064,71612,76209,75066,68383,74745,67937,71358,75458,74752,74168,74169
population	46	73435,67938,74749,71618,73183,75069,76213,70162,67556,67385,74449,69815,67794,73684,75793,69813,68645,68646,69821,74453,70422,72396,69538,67071,75064,75460,70917,70916,74746,75458,75465
connaissance	46	73185,76211,73432,69536,69534,76206,76213,69816,68275,72629,68881,72398,67795,67794,68886,70429,75790,72940,70170,69541,70748,67383,75792,69813,69821,68281,70424,67945,71845,72395,72632,72630,73881,75460,71359,74751,75063,67937,71614
professionnel	46	74749,75457,73430,76212,75068,73182,69535,68274,75797,76513,72629,69815,67794,70165,76514,68885,67803,67383,73877,68889,73884,71842,70753,67944,73689,70169,67940,68641,72122,75063,68392,71614,74746,74169,72120
baser	46	73435,73187,74171,75457,73184,73433,72935,75068,76207,73431,69535,67796,67387,69180,68881,69815,72940,68273,68885,73686,70744,71840,73879,67945,70420,74451,76508,74453,72118,71360,71836,68386,71614,71358,74746,75458
base	46	67939,74749,73185,73436,76210,72114,75069,76207,72115,67557,67387,67554,69814,67390,69811,70164,69812,67802,72635,72392,68644,72634,73879,75788,75789,68280,68640,72630,70423,68279,72631,68383
souvent	46	74167,73185,72932,72113,70918,75069,73182,69181,67386,72401,67390,70161,67794,69186,68887,68885,73876,67383,75792,67553,74457,68283,72634,69821,74455,68643,67558,76508,74453,70422,72396,71363,75461,71835,75462,71837,74750,71614
horizon	46	71357,71619,74749,73437,70923,69533,76211,72936,72114,73430,69535,76513,72398,70161,73685,69541,70748,69185,70426,68888,72636,67944,68281,75789,73878,72637,67941,67942,72396,69538,67071,71362,76209,75463,71615,74751,68393,68392,74746,74169,71617
espace	46	73434,71357,72933,72932,74748,71618,70923,71621,75068,69535,68277,68882,73876,73687,72635,69177,73884,68644,70751,67389,72939,75064,71836,71615,68392,68386,71614,71358
meilleur	46	70920,71357,68638,73185,76211,69535,72115,67557,70163,75796,69816,72629,67795,76511,67385,74449,69811,73684,70748,73876,70167,72636,67944,73879,68281,75789,70168,69820,73883,69819,73882,71837,76209,76208,68383,71361,73189,67937,68391,71617
phase	46	72117,72935,72934,75068,68881,76511,67385,67555,70164,69179,75793,75792,69813,69177,72393,75788,75789,74454,73878,67388,74451,67798,68642,75461,75065,71360,70916,71616,74168
physique	46	74170,73186,68638,69536,72934,67068,69180,68883,67390,75794,69540,69178,72940,75791,70167,68645,68280,73688,70424,72637,70421,67798,70422,67943,70914,75070,74745,73188,74168
bourgogne	46	74749,73184,74172,72116,76206,69817,67795,73685,73877,67553,70749,71842,72634,70745,73879,74455,72394,70420,68279,72396,71359,68387,74169
taille	46	74749,74167,73185,76210,72114,72934,70919,68274,67387,76507,67554,67390,74449,76510,67801,69179,69541,72635,70747,70425,72633,70420,72395,70423,67071,75070,71835,71358,74168,74169,75465
via	45	68388,67939,73434,68389,74167,74172,70923,72116,76207,73431,68274,70162,67554,76511,70161,67555,75791,69179,75793,67553,71842,70745,73878,73688,70420,76509,69819,68279,72396,71362,76208,68383,68387,71358,75459
fonction	45	71357,72932,73184,72116,76212,76213,70919,67387,70162,67556,67795,68277,67390,70161,69183,67794,68882,75790,69812,69184,71843,73879,67389,70421,72631,69539,70916,71359,74751,68392
ajouter	45	70921,67939,67938,71357,73436,72933,72932,72935,67068,69535,76512,67386,76507,72629,68881,76511,68276,67555,75791,73684,68273,69184,73876,70166,69177,69821,70424,67558,70421,72396,70914,75071,71835,70917,68383,75063,67937,71358,75458,74752
20	45	67939,73190,70923,72113,69535,67557,68274,76512,67556,75795,67391,68276,73875,70165,76515,70164,73684,69542,68645,67561,68281,75789,74454,73878,67558,67941,70743,70423,72396,71363,70914,75071,76208,68383,70916,71615,68387,75063,74752
complexe	45	73187,72932,69533,68639,72937,76210,76213,73182,73683,75796,67386,67556,75794,70161,75790,75792,67802,73877,70426,74457,68283,75788,75789,73878,71845,67389,74451,74452,70914,67071,75064,71835,76209,75067,71836,74751,68393,74744,75458,68391
